,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
3225,2018,BMW,5,51000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,White,Black,5.0,4,Gas,10.2L/100km,7.2L/100km,38880
3226,2020,BMW,X3,25115 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Toronto Red Metallic,Black,5.0,4,Gas,,,79999
3227,2019,BMW,5,74103 km,Sedan,2.0,Automatic,AWD,Metallic Black,Brown,5.0,4,Gas,10.2L/100km,7.2L/100km,38888
3228,2018,BMW,X5,92605 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Glacier Silver Metallic,Black,5.0,4,Gas,13.0L/100km,9.8L/100km,38898
3229,2017,BMW,X4,79000 km,SUV,I-6 cyl,8 Speed Automatic,AWD,Black,Black,,,Gas,12.4L/100km,9.0L/100km,38900
3230,2020,BMW,330I,82918 km,Sedan,4 Cylinder Engine,Automatic,AWD,Mineral White Metallic,,,,Gas,9.5L/100km,6.9L/100km,39500
3231,2019,BMW,X3,59863 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Grey,Black,5.0,4,Gas,10.8L/100km,8.0L/100km,39888
3232,2017,BMW,X6,139875 km,SUV,Straight 6 Cylinder,Automatic,AWD,White,Black,5.0,4,Gas,13.0L/100km,9.8L/100km,39888
3233,2018,BMW,7,53123 km,Sedan,8 Cylinder,Automatic,AWD,Black,Black,,4,Gas,14.3L/100km,9.4L/100km,56800
3234,2018,BMW,X2,51852 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Gray,Black,5.0,4,Gas,,,30997
3235,2018,BMW,5,85678 km,Sedan,8 Cylinder,Automatic,AWD,Dark Graphite Metallic,Black,,4,Gas,14.3L/100km,9.4L/100km,48800
3236,2021,BMW,X5,30412 km,SUV,3.0L I6 DOHC 24V TwinPower Turbo,8 Speed Automatic,AWD,Dark Graphite Metallic,,,,Gasoline Fuel,,,68994
3237,2016,BMW,428i,108862 km,Sedan,2.0L 4cyl,8 Speed Automatic,AWD,White,Red,5.0,4,Premium Unleaded,10.6L/100km,7.2L/100km,26999
3238,2013,BMW,3,176350 km,Sedan,2.0L L4 DOHC 16V,8 Speed Automatic,AWD,White,Black,,4,Gas,9.0L/100km,6.0L/100km,10998
3239,2011,BMW,X5,195000 km,,,Automatic,AWD,Black,,,4 doors,Diesel,,,14995
3240,2023,BMW,230,90 km,Coupe,2.0L 4cyl,8 Speed Automatic,AWD,Brooklyn Grey Metallic,Black,,,Premium Unleaded,9.6L/100km,6.9L/100km,64639
3241,2018,BMW,3,125418 km,Sedan,4 Cylinder Engine,Automatic,AWD,Mineral Gray Metallic,Black,5.0,4,Gas,10.2L/100km,7.1L/100km,28990
3242,2019,BMW,X3,65562 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Jet Black Non-Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,39980
3243,2019,BMW,4,22112 km,Coupe,4 Cylinder Engine,8 Speed Automatic,AWD,Estoril Blue Metallic,,4.0,2,Gas,10.2L/100km,7.2L/100km,39990
3244,2017,BMW,X5,61061 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Glacier Silver Metallic,Black,7.0,4,Gas,13.0L/100km,9.7L/100km,39990
3245,2019,BMW,X3,67078 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Jet Black Non-Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,39990
3246,2020,BMW,M550,54710 km,Sedan,4.4L 8cyl,8 Speed Automatic,AWD,Carbon Black Metallic,,5.0,2,Premium Unleaded,13.6L/100km,9.3L/100km,72980
3247,2018,BMW,5,54907 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,10.2L/100km,7.2L/100km,39998
3248,2019,BMW,X4,89550 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,5.0,4,Gas,,,40500
3249,2020,BMW,4,42861 km,Hatchback,4 Cylinder Engine,8 Speed Automatic,AWD,Mineral Grey Metallic,Black,5.0,4,Gas,10.2L/100km,7.2L/100km,40500
3250,2019,BMW,X3,35503 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White Non-Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,40990
3251,2019,BMW,X3,49127 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,40990
3252,2019,BMW,X4,101972 km,SUV,4 Cylinder Engine,Automatic,AWD,Black,Black,5.0,,Gas,10.8L/100km,8.0L/100km,40990
3253,2016,BMW,7,75745 km,Sedan,4.4,Automatic,AWD,Black,Black,,4,Gas,14.3L/100km,9.3L/100km,40998
3254,2018,BMW,X5,93766 km,SUV,Straight 6 Cylinder Engine,Automatic,AWD,Black,Black,5.0,,Diesel,10.3L/100km,8.0L/100km,41980
3255,2020,BMW,2,12000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,Black,5.0,4,Gas,,,41988
3256,2019,BMW,X5,70123 km,SUV,3.0L DOHC I-6 24V TwinPower Turbo,Automatic,AWD,White,,,,Gas,11.7L/100km,9.1L/100km,59888
3257,2018,BMW,X3,37000 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Grey,Black,5.0,4,Gas,10.8L/100km,8.0L/100km,41995
3258,2018,BMW,X3,90197 km,SUV,3.0L L6 DOHC 24V,Automatic,AWD,Black,Black,,4,Gas,11.7L/100km,8.6L/100km,42699
3259,2019,BMW,330I,29990 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,,,Gas,9.5L/100km,6.9L/100km,42885
3260,2019,BMW,4,80786 km,Sedan,3.0,Automatic,AWD,Alpine White Non-Metallic,Black,5.0,4,Gas,11.4L/100km,7.8L/100km,42888
3261,2017,BMW,X5,88000 km,SUV,4 Cylinder Engine,Automatic,AWD,Silver,Black,5.0,4,Gasoline Hybrid,,,42895
3262,2017,BMW,X5,108000 km,SUV,8 Cylinder Engine,Automatic,AWD,Black,Black,5.0,4,Gas,15.6L/100km,11.3L/100km,42895
3263,2019,BMW,X3,45529 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White Non-Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,42980
3264,2018,BMW,340i,49750 km,Sedan,Straight 6 Cylinder Engine,,AWD,Black Sapphire Metallic,White,,,Gas,11.1L/100km,7.5L/100km,42990
3265,2021,BMW,X3,78779 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,White,Black,5.0,4,Gas,10.2L/100km,8.2L/100km,42999
3266,2018,BMW,M4,35507 km,Coupe,Straight 6 Cylinder Engine,7 Speed Automatic,RWD,Mineral Grey Metallic,Orange,4.0,2,Gas,13.5L/100km,9.3L/100km,64500
3267,2018,BMW,4-Series,20782 km,Sedan,3.0L V6 DOHC 24V,Automatic,AWD,,,,4,Gas,11.1L/100km,7.5L/100km,42999
3268,2018,BMW,X5,70237 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,Black,7.0,4,Gas,13.0L/100km,9.8L/100km,43190
3269,2018,BMW,X5,79477 km,SUV,3.0,Automatic,AWD,White,Beige,5.0,4,Gas,13.0L/100km,9.8L/100km,43444
3270,2018,BMW,X4,61760 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,12.7L/100km,9.1L/100km,43800
3271,2021,BMW,3,41000 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,Gasoline Hybrid,,,43880
3272,2021,BMW,3,53696 km,Sedan,2.0,8 Speed Automatic,AWD,Mineral Grey Metallic,,5.0,4,Gas,,,43888
3273,2019,BMW,4,42792 km,Coupe,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Alpine White Non-Metallic,Black,4.0,2,Gas,11.4L/100km,7.6L/100km,43888
3274,2018,BMW,4,33635 km,Convertible,4 Cylinder Engine,8 Speed Automatic,AWD,Imperial Blue Metallic,Black,4.0,2,Gas,10.7L/100km,7.3L/100km,43900
3275,2021,BMW,228i,27873 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,Black,,,Gas,,,43980
3276,2020,BMW,M5,32663 km,Sedan,4.4L 8cyl,8 Speed Automatic,AWD,Blue,Black,,2,Premium Unleaded,,,120999
3277,2020,BMW,X3,64899 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Dark Graphite Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,43980
3278,2018,BMW,X5,73771 km,SUV,3.0L 6cyl,Automatic,AWD,Grey,Black,5.0,4,Gas,13.0L/100km,9.8L/100km,43998
3279,2020,BMW,X3,69563 km,SUV,2.0L 4cyl,8 Speed Automatic,AWD,Alpine White,Black,5.0,2,Premium Unleaded,10.0L/100km,8.2L/100km,44695
3280,2019,BMW,4,41914 km,Sedan,3.0,Automatic,AWD,Alpine White Non-Metallic,Black,5.0,4,Gas,11.4L/100km,7.6L/100km,44888
3281,2018,BMW,X5,80000 km,SUV,Straight 6 Cylinder Engine,Automatic,AWD,Black,Black,5.0,4,Gas,13.0L/100km,9.8L/100km,44895
3282,2019,BMW,X3,85735 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,5.0,4,Gas,11.9L/100km,8.7L/100km,44900
3283,2018,BMW,X5,93318 km,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Space Grey Metallic,Black,7.0,4,Gas,15.4L/100km,11.2L/100km,44900
3284,2018,BMW,X5,60000 km,SUV,3.0,Automatic,AWD,White,Black,5.0,4,Gas,13.0L/100km,9.8L/100km,44950
3285,2018,BMW,4,50473 km,Convertible,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Melbourne Red Metallic,Black,4.0,2,Gas,11.9L/100km,8.1L/100km,44999
3286,2018,BMW,530i,42000 km,Sedan,4 Cylinder,Automatic,AWD,White,Black,5.0,4,Gas,10.2L/100km,7.2L/100km,39880
3287,2022,BMW,X1,17462 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,,5.0,4,Gas,10.3L/100km,7.7L/100km,45000
3288,2019,BMW,X3,35990 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Jet Black Non-Metallic,,5.0,4,Gas,10.8L/100km,8.0L/100km,45885
3289,2018,BMW,X5,49900 km,SUV,3.0,8 Speed Automatic,AWD,Black,Brown,5.0,4,Gas,13.0L/100km,9.8L/100km,45950
3290,2019,BMW,4,51385 km,Hatchback,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Glacier Silver Metallic,,5.0,4,Gas,11.4L/100km,7.6L/100km,46180
3291,2020,BMW,X3,61305 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,,,,Gas,10.0L/100km,8.2L/100km,46410
3292,2021,BMW,X3,64181 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Dark Graphite Metallic,,5.0,4,Gas,10.2L/100km,8.2L/100km,46500
3293,2019,BMW,X2,31040 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Misano Blue Metallic,,5.0,4,Gas,,,47610
3294,2020,BMW,4,57000 km,Convertible,2.0,Automatic,AWD,Blue,Black,4.0,2,Gas,10.6L/100km,7.3L/100km,47888
3295,2018,BMW,5,73000 km,Sedan,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black,Brown,5.0,4,Diesel,,,47988
3296,2015,BMW,435i,112061 km,Convertible,3.0L 6cyl,8 Speed Automatic,AWD,Black,White,,2,Premium Unleaded,,,34999
3297,2019,BMW,4,44976 km,Convertible,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,Black,4.0,2,Gas,10.6L/100km,7.3L/100km,47990
3298,2019,BMW,X3,60000 km,SUV,3.0L L6 DOHC 24V,8 Speed Automatic,AWD,Black,,,,Gas,11.9L/100km,8.7L/100km,47998
3299,2018,BMW,4,40527 km,Convertible,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,4.0,2,Gas,10.7L/100km,7.3L/100km,48400
3300,2019,BMW,X2,38108 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Mineral Grey Metallic,,5.0,4,Gas,,,48980
3301,2017,BMW,7,45000 km,Sedan,4.4L V8 DOHC 32V,8 Speed Automatic,AWD,,,,4,Gas,13.8L/100km,9.1L/100km,48998
3302,2021,BMW,X3,24800 km,SUV,2.0L L4 DOHC 16V,Automatic,AWD,,,,4,Gas,10.2L/100km,8.2L/100km,49880
3303,2017,BMW,6,79732 km,Sedan,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,,,5.0,4,Gas,11.9L/100km,8.1L/100km,49888
3304,2019,BMW,540I,30624 km,Sedan,Straight 6 Cylinder Engine,Automatic,AWD,Dark Graphite Metallic,Black,,,Gas,11.2L/100km,8.1L/100km,49900
3305,2018,BMW,X5,59740 km,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Carbon Black Metallic,,7.0,4,Gas,15.4L/100km,11.2L/100km,49900
3306,2015,BMW,M6,79460 km,Coupe,8 Cylinder Engine,7 Speed Automatic,RWD,Frozen Black Matte,Orange,4.0,2,Gas,13.3L/100km,8.6L/100km,64500
3307,2018,BMW,X5,45488 km,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Dark Graphite Metallic,Black,7.0,4,Gas,15.4L/100km,11.2L/100km,49900
3308,2015,BMW,X6,93000 km,SUV,4.4L 8cyl,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,16.6L/100km,12.1L/100km,49995
3309,2020,BMW,5,76739 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,Electric,8.8L/100km,7.7L/100km,49995
3310,2022,BMW,330I,12807 km,Sedan,4 Cylinder Engine,Automatic,AWD,Jet Black,,,,Gas,9.5L/100km,6.9L/100km,50000
3311,2021,BMW,X1,2650 km,SUV,2.0L L4 DOHC 16V,Automatic,AWD,Grey,Black,,4,Gas,10.3L/100km,7.7L/100km,50499
3312,2022,BMW,3,36620 km,Sedan,4 Cylinder Engine,Automatic,AWD,Black,Black,5.0,4,Gas,,,50880
3313,2021,BMW,4,50564 km,Coupe,4 Cylinder Engine,8 Speed Automatic,AWD,White,,,,Gas,10.0L/100km,7.1L/100km,51652
3314,2019,BMW,X5,102012 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,51995
3315,2018,BMW,650I,93237 km,Sedan,8 Cylinder Engine,Automatic,AWD,Black Sapphire Metallic,,,,Gas,,,52000
3316,2017,BMW,X5,69988 km,SUV,Straight 6 Cylinder Engine 3.0L,Automatic,AWD,White,,,4,Gas,13.0L/100km,9.7L/100km,36000
3317,2021,BMW,3,14705 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,5.0,4,Electric,10.7L/100km,7.9L/100km,52888
3318,2022,BMW,330I,13196 km,Sedan,4 Cylinder Engine,Automatic,AWD,Black Sapphire Metallic,,,,Gas,9.5L/100km,6.9L/100km,52900
3319,2022,BMW,330I,15218 km,Sedan,4 Cylinder Engine,Automatic,AWD,Black Sapphire Metallic,,,,Gas,9.5L/100km,6.9L/100km,52900
3320,2018,BMW,X5,85228 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,Black,7.0,4,Gas,13.0L/100km,9.8L/100km,53420
3321,2018,BMW,M2,49538 km,Coupe,3.0L I6,Automatic,RWD,Long Beach Blue Metallic,Black,,,Gas,13.1L/100km,9.2L/100km,53590
3322,2020,BMW,5,30466 km,Sedan,2.0,Automatic,AWD,Black,Black,4.0,4,Gas,9.9L/100km,7.5L/100km,53888
3323,2019,BMW,X5,79937 km,SUV,3.0,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,53888
3324,2022,BMW,330I,12725 km,Sedan,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,,,Gas,9.5L/100km,6.9L/100km,53990
3325,2021,BMW,4,62000 km,Coupe,4 Cylinder,Automatic,AWD,Black Sapphire Metallic,Red,4.0,2,Gas,,,54880
3326,2018,BMW,X1,96000 km,Wagon,4 Cylinder Engine,Automatic,AWD,Alpine White,Beige,,4,Gas,10.7L/100km,7.5L/100km,27888
3327,2019,BMW,7,70185 km,Sedan,8 Cylinder Engine,8 Speed Automatic,AWD,Dark Blue,Brown,5.0,4,Gas,13.3L/100km,9.2L/100km,54995
3328,2018,BMW,650I,59140 km,Sedan,8 Cylinder Engine,Automatic,AWD,Sonic Speed Blue Metallic,,,,Gas,,,55000
3329,2021,BMW,X3,14037 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,,5.0,4,Gas,10.2L/100km,8.2L/100km,55580
3330,2022,BMW,X3,12092 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Jet Black,,5.0,4,Gas,11.0L/100km,8.5L/100km,56700
3331,2019,BMW,X5,57335 km,SUV,3.0,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,56888
3332,2019,BMW,7,64000 km,Sedan,4.4,Automatic,AWD,Black,,5.0,4,Gas,13.3L/100km,9.2L/100km,56888
3333,2019,BMW,X5,70902 km,SUV,3.0,Automatic,AWD,Phytonic Blue Metallic,Black,5.0,4,Gas,,,56888
3334,2022,BMW,X3,17432 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,,5.0,4,Gas,11.0L/100km,8.5L/100km,56940
3335,2021,BMW,4,14938 km,Coupe,4 Cylinder Engine,8 Speed Automatic,AWD,Black Sapphire Metallic,,4.0,2,Gas,10.0L/100km,7.1L/100km,56980
3336,2019,BMW,X4,70209 km,SUV,2.0L 4cyl,8 Speed Automatic,AWD,Flamenco Red Metallic,Black,,2,Premium Unleaded,10.8L/100km,8.0L/100km,42988
3337,2019,BMW,X5,74500 km,SUV,3.0,Automatic,AWD,Black,Black,,4,Gas,,,56998
3338,2019,BMW,X5,42323 km,SUV,3.0,Automatic,AWD,Black,Black,,4,Gas,11.7L/100km,9.1L/100km,57500
3339,2021,BMW,X4,15177 km,SUV,2.0L 4cyl,8 Speed Automatic,AWD,Black,Black,,2,Premium Unleaded,10.2L/100km,8.2L/100km,57586
3340,2019,BMW,X4,32380 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Glacier Silver Metallic,,5.0,4,Gas,11.9L/100km,8.7L/100km,57990
3341,2020,BMW,X3,49591 km,SUV,3.0L L6 DOHC 24V,Automatic,AWD,,,,4,Gas,11.3L/100km,8.7L/100km,58199
3342,2019,BMW,X5,26819 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Grey,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,58800
3343,2019,BMW,7,65788 km,Sedan,4.4,Automatic,AWD,Gray,Black,5.0,4,Gas,13.3L/100km,9.2L/100km,58888
3344,2019,BMW,X5,70000 km,SUV,Straight 6 Cylinder Engine,Automatic,AWD,Gold,Tan,5.0,4,Gas,11.7L/100km,9.1L/100km,59895
3345,2019,BMW,X5,46547 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Alpine White Non-Metallic,,7.0,4,Gas,11.7L/100km,9.1L/100km,59900
3346,2020,BMW,X3,25115 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Toronto Red Metallic,Black,5.0,4,Gas,,,79999
3347,2019,BMW,X5,34792 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,59900
3348,2019,BMW,X5,49778 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Mineral White Metallic,,7.0,4,Gas,11.7L/100km,9.1L/100km,59990
3349,2019,BMW,M2,57800 km,Coupe,3.0L 6cyl,6 Speed Manual,RWD,Hockenheim Silver Metallic,Black,4.0,2,Gas,13.4L/100km,9.6L/100km,59995
3350,2019,BMW,X5,18800 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,7.0,4,Gas,11.7L/100km,9.1L/100km,59998
3351,2017,BMW,M3,75727 km,Sedan,Straight 6 Cylinder Engine,Manual,RWD,Grey,Red,5.0,,Gas,13.7L/100km,9.1L/100km,60880
3352,2020,BMW,X5,40000 km,SUV,3.0,Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,60888
3353,2017,BMW,X1,79199 km,SUV,4 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,,,Gas,10.5L/100km,7.4L/100km,25825
3354,2018,BMW,X2,51852 km,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,AWD,Gray,Black,5.0,4,Gas,,,30997
3355,2018,BMW,M2,46402 km,Coupe,6 Cylinder,Automatic,RWD,Black Sapphire Metallic,,,2,Gas,13.1L/100km,9.0L/100km,53800
3356,2021,BMW,X5,30412 km,SUV,3.0L I6 DOHC 24V TwinPower Turbo,8 Speed Automatic,AWD,Dark Graphite Metallic,,,,Gasoline Fuel,,,68994
3357,2017,BMW,M4,37897 km,Coupe,6 Cylinder,6 Speed Manual,RWD,Imola Red II,Brown,,2,Gas,13.7L/100km,9.1L/100km,72800
3358,2018,BMW,X5,38888 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Glacier Silver Metallic,Black,5.0,4,Diesel,10.3L/100km,8.0L/100km,57888
3359,2016,BMW,428i,108862 km,Sedan,2.0L 4cyl,8 Speed Automatic,AWD,White,Red,5.0,4,Premium Unleaded,10.6L/100km,7.2L/100km,26999
3360,2013,BMW,3,176350 km,Sedan,2.0L L4 DOHC 16V,8 Speed Automatic,AWD,White,Black,,4,Gas,9.0L/100km,6.0L/100km,10998
3361,2018,BMW,3,78707 km,Sedan,4 Cylinder Engine,Automatic,AWD,Black,Black,5.0,4,Diesel,7.8L/100km,5.9L/100km,33900
3362,2017,BMW,M3,75727 km,Sedan,Straight 6 Cylinder Engine,Manual,RWD,Grey,Red,5.0,,Gas,13.7L/100km,9.1L/100km,60880
3363,2020,BMW,X5,40000 km,SUV,3.0,Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,60888
3364,2015,BMW,M4,53000 km,Convertible,Straight 6 Cylinder Engine,Automatic,RWD,Blue,White,4.0,2,Gas,14.1L/100km,9.0L/100km,61988
3365,2019,BMW,X5,39500 km,SUV,3.0L L6 DOHC 24V,8 Speed Automatic,AWD,Black,,,,Gas,11.7L/100km,9.1L/100km,62880
3366,2020,BMW,X7,54000 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,White,Black,,2,Premium Unleaded,12.0L/100km,9.4L/100km,87900
3367,2022,BMW,2,11494 km,Coupe,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Alpine White,,4.0,2,Gas,,,62885
3368,2019,BMW,X6,40532 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,White,Red,5.0,4,Gas,13.0L/100km,9.9L/100km,62995
3369,2015,BMW,M6,79460 km,Coupe,8 Cylinder Engine,7 Speed Automatic,RWD,Frozen Black Matte,Orange,4.0,2,Gas,13.3L/100km,8.6L/100km,64500
3370,2018,BMW,M4,35507 km,Coupe,Straight 6 Cylinder Engine,7 Speed Automatic,RWD,Mineral Grey Metallic,Orange,4.0,2,Gas,13.5L/100km,9.3L/100km,64500
3371,2020,BMW,X5,73017 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Tanzanite Blue Metallic,,5.0,4,Gas,11.7L/100km,9.1L/100km,64885
3372,2019,BMW,X5,36500 km,SUV,3.0,Automatic,AWD,Black,Black,5.0,4,Gas,11.7L/100km,9.1L/100km,64888
3373,2018,BMW,M4,54949 km,Coupe,Straight 6 Cylinder Engine,7 Speed Automatic,RWD,Mineral Grey Metallic,Orange,4.0,2,Gas,13.5L/100km,9.3L/100km,65000
3374,2018,BMW,M4,53375 km,Coupe,Straight 6 Cylinder Engine,7 Speed Automatic,RWD,Alpine White,Black,4.0,2,Gas,13.5L/100km,9.3L/100km,65900
3375,2020,BMW,X5,60811 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Phytonic Blue Metallic,,7.0,4,Gas,11.7L/100km,9.1L/100km,65990
3376,2021,BMW,230,2193 km,Coupe,2.0L 4cyl,8 Speed Automatic,AWD,Black Sapphire Metallic,Black,4.0,2,Gas,11.2L/100km,7.7L/100km,46950
3377,2021,BMW,X5,29563 km,SUV,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,,,,67995
3378,2020,BMW,M2,37736 km,Coupe,Straight 6 Cylinder Engine,Automatic,RWD,Hockenheim Silver Metallic,,4.0,2,Gas,13.4L/100km,9.6L/100km,69888
3379,2022,BMW,3,20171 km,Sedan,Straight 6 Cylinder Engine,8 Speed Automatic,AWD,Tanzanite Blue Metallic,,5.0,4,,,,69990
3380,2019,BMW,M4,4194 km,Coupe,3.0,Manual,RWD,Blue,Black,,2,Gas,13.4L/100km,9.6L/100km,69995
3381,2020,BMW,X5,27700 km,SUV,3.0L L6 DOHC 24V,Automatic,AWD,Black,Brown,,4,Gas,11.7L/100km,9.1L/100km,70499
3382,2020,BMW,X5,24803 km,SUV,Straight 6 Cylinder Engine,Automatic,AWD,Grey,Black,,,Gas,11.7L/100km,9.1L/100km,70999
3383,2019,BMW,M4,50516 km,Convertible,Straight 6 Cylinder Engine,,RWD,San Marino Blue Metallic,Stone,4.0,2,Gas,13.8L/100km,9.4L/100km,71885
3384,2020,BMW,M2,46368 km,Coupe,Straight 6 Cylinder Engine,7 Speed Automatic,RWD,Black Sapphire Metallic,,4.0,2,Gas,13.4L/100km,9.6L/100km,71980
3385,2019,BMW,X7,48000 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Black,Brown,6.0,4,Gas,12.0L/100km,9.4L/100km,71995
3386,2019,BMW,X4,43928 km,SUV,2.0L I4 TwinPower Turbo,8 Speed Automatic,AWD,Flamenco Red Metallic,Black,,,Gas,10.8L/100km,8.0L/100km,45898
3387,2022,BMW,X5,14305 km,,Straight 6 Cylinder Engine,8 Speed Automatic,,Black,,,,,,,72488
3388,2021,BMW,X5,18710 km,SUV,3.0L 6cyl,8 Speed Automatic,AWD,Alpine White,Black,5.0,4,Premium Unleaded,11.4L/100km,9.2L/100km,73480
3389,2017,BMW,M4,78000 km,Convertible,3.0,Automatic,RWD,Gray,Red,4.0,2,Gas,14.1L/100km,9.0L/100km,74888
3390,2018,BMW,M4,32458 km,Convertible,Straight 6 Cylinder Engine,Automatic,RWD,Black,Black,4.0,2,Gas,13.8L/100km,9.4L/100km,75888
3391,2019,BMW,X6,40246 km,SUV,8 Cylinder Engine,8 Speed Automatic,AWD,Black,Black,5.0,4,Gas,16.6L/100km,12.1L/100km,77898
3392,2020,BMW,M2,15422 km,Coupe,Straight 6 Cylinder Engine,,RWD,Long Beach Blue Metallic,,,,Gas,13.4L/100km,9.6L/100km,77980
3393,2020,BMW,X6,32476 km,SUV,3.0L L6 DOHC 24V,8 Speed Automatic,AWD,Manhattan Metallic,,,,Gas,11.7L/100km,9.1L/100km,78880
3394,2020,BMW,M4,33868 km,Coupe,Straight 6 Cylinder Engine,Manual,RWD,Grey,Black,,,Gas,13.4L/100km,9.6L/100km,78998
